customer_id,customer_name,email,registration_date,customer_type
CUST0356,Amit Khan,amit.khan356@example.com,2024-08-12,REGULAR
CUST0357,Kavya Deshmukh,kavya.deshmukh357@example.com,2024-09-28,REGULAR
CUST0358,Aarav Sawant,aarav.sawant358@example.com,2024-01-24,PREMIUM
CUST0359,Yash Shinde,yash.shinde359@example.com,2025-05-17,REGULAR
CUST0360,Rohan Deshmukh,rohan.deshmukh360@example.com,2024-03-22,REGULAR
CUST0361,Isha More,isha.more361@example.com,2024-06-25,VIP
CUST0362,Aditya Jadhav,aditya.jadhav362@example.com,2025-11-27,PREMIUM
CUST0363,Riya Shinde,riya.shinde363@example.com,2024-06-18,PREMIUM
CUST0364,Riya Joshi,riya.joshi364@example.com,2024-03-08,VIP
CUST0365,Riya Deshmukh,riya.deshmukh365@example.com,2025-12-12,VIP
CUST0366,Aarav Sharma,aarav.sharma366@example.com,2026-01-14,PREMIUM
CUST0367,Isha Verma,isha.verma367@example.com,2024-06-16,PREMIUM
CUST0368,Sneha Patel,sneha.patel368@example.com,2024-05-05,PREMIUM
CUST0369,Meera Sawant,meera.sawant369@example.com,2024-04-12,REGULAR
CUST0370,Amit Shinde,amit.shinde370@example.com,2026-06-28,VIP
CUST0371,Neha Pawar,neha.pawar371@example.com,2026-07-17,VIP
CUST0372,Akash Jadhav,akash.jadhav372@example.com,2026-02-24,VIP
CUST0373,Isha Patel,isha.patel373@example.com,2024-06-26,VIP
CUST0374,Kavya Gupta,kavya.gupta374@example.com,2024-11-30,PREMIUM
CUST0375,Sneha Mehta,sneha.mehta375@example.com,2024-12-20,PREMIUM
CUST0376,Neha Khan,neha.khan376@example.com,2025-12-05,PREMIUM
CUST0377,Isha Gupta,isha.gupta377@example.com,2024-05-27,PREMIUM
CUST0378,Isha Kulkarni,isha.kulkarni378@example.com,2025-01-30,PREMIUM
CUST0379,Rahul Verma,rahul.verma379@example.com,2026-01-06,REGULAR
CUST0380,Aditya Khan,aditya.khan380@example.com,2024-05-12,REGULAR
CUST0381,Isha Patel,isha.patel381@example.com,2025-08-01,REGULAR
CUST0382,Kavya Sharma,kavya.sharma382@example.com,2026-06-30,VIP
CUST0383,Kavya Kulkarni,kavya.kulkarni383@example.com,2024-07-08,PREMIUM
CUST0384,Priya Khan,priya.khan384@example.com,2025-10-19,VIP
CUST0385,Vivaan Deshmukh,vivaan.deshmukh385@example.com,2026-07-21,PREMIUM
CUST0386,Priya Patel,priya.patel386@example.com,2026-06-16,VIP
CUST0387,Karan Sawant,karan.sawant387@example.com,2026-01-19,REGULAR
CUST0388,Arjun Kulkarni,arjun.kulkarni388@example.com,2026-05-14,PREMIUM
CUST0389,Arjun Singh,arjun.singh389@example.com,2025-03-08,VIP
CUST0390,Yash Singh,yash.singh390@example.com,2025-10-28,VIP
CUST0391,Meera Shinde,meera.shinde391@example.com,2026-05-14,REGULAR
CUST0392,Meera Mehta,meera.mehta392@example.com,2025-02-19,REGULAR
CUST0393,Rohan Deshmukh,rohan.deshmukh393@example.com,2025-04-24,PREMIUM
CUST0394,Priya Sharma,priya.sharma394@example.com,2024-10-08,REGULAR
CUST0395,Aditi Verma,aditi.verma395@example.com,2025-09-14,REGULAR
CUST0396,Rahul Gupta,rahul.gupta396@example.com,2024-02-17,REGULAR
CUST0397,Riya Joshi,riya.joshi397@example.com,2025-08-07,PREMIUM
CUST0398,Sneha Kulkarni,sneha.kulkarni398@example.com,2024-09-01,PREMIUM
CUST0399,Akash Gupta,akash.gupta399@example.com,2025-05-18,VIP
CUST0400,Meera Patel,meera.patel400@example.com,2024-03-22,REGULAR
CUST0401,Rohan Singh,rohan.singh401@example.com,2024-03-18,VIP
CUST0402,Aditya Deshmukh,aditya.deshmukh402@example.com,2025-11-19,VIP
CUST0403,Isha Jadhav,isha.jadhav403@example.com,2025-11-17,PREMIUM
CUST0404,Amit Joshi,amit.joshi404@example.com,2026-03-06,REGULAR
CUST0405,Priya Pawar,priya.pawar405@example.com,2024-06-21,PREMIUM
CUST0406,Aditi Jadhav,aditi.jadhav406@example.com,2026-03-29,VIP
CUST0407,Akash Sharma,akash.sharma407@example.com,2024-12-08,PREMIUM
CUST0408,Meera Sharma,meera.sharma408@example.com,2024-01-12,REGULAR
CUST0409,Akash Joshi,akash.joshi409@example.com,2024-08-01,PREMIUM
CUST0410,Akash Kulkarni,akash.kulkarni410@example.com,2024-07-05,REGULAR
CUST0411,Pooja Gupta,pooja.gupta411@example.com,2025-10-30,REGULAR
CUST0412,Rahul Pawar,rahul.pawar412@example.com,2026-04-07,VIP
CUST0413,Yash More,yash.more413@example.com,2026-05-17,VIP
CUST0414,Priya Patel,priya.patel414@example.com,2025-09-08,VIP
CUST0415,Vivaan Pawar,vivaan.pawar415@example.com,2024-01-30,PREMIUM
CUST0416,Aditya Khan,aditya.khan416@example.com,2025-05-01,VIP
CUST0417,Isha Shinde,isha.shinde417@example.com,2025-09-20,VIP
CUST0418,Isha Deshmukh,isha.deshmukh418@example.com,2024-06-27,PREMIUM
CUST0419,Aarav Kulkarni,aarav.kulkarni419@example.com,2024-09-23,VIP
CUST0420,Sneha Khan,sneha.khan420@example.com,2025-07-16,REGULAR
CUST0421,Isha Khan,isha.khan421@example.com,2024-06-13,REGULAR
CUST0422,Isha Shinde,isha.shinde422@example.com,2025-09-14,VIP
CUST0423,Aditya Pawar,aditya.pawar423@example.com,2025-04-26,VIP
CUST0424,Neha Joshi,neha.joshi424@example.com,2025-06-01,REGULAR
CUST0425,Aditya More,aditya.more425@example.com,2024-06-26,VIP
CUST0426,Riya Joshi,riya.joshi426@example.com,2025-06-26,PREMIUM
CUST0427,Rahul Joshi,rahul.joshi427@example.com,2024-06-08,REGULAR
CUST0428,Amit Joshi,amit.joshi428@example.com,2024-09-26,VIP
CUST0429,Rahul Singh,rahul.singh429@example.com,2024-04-27,REGULAR
CUST0430,Pooja Jadhav,pooja.jadhav430@example.com,2026-05-25,VIP
CUST0431,Sneha Verma,sneha.verma431@example.com,2026-05-26,VIP
CUST0432,Meera Kulkarni,meera.kulkarni432@example.com,2025-05-06,REGULAR
CUST0433,Sneha Patel,sneha.patel433@example.com,2025-12-29,PREMIUM
CUST0434,Akash Singh,akash.singh434@example.com,2025-03-02,VIP
CUST0435,Vivaan Kulkarni,vivaan.kulkarni435@example.com,2026-02-27,REGULAR
CUST0436,Akash Jadhav,akash.jadhav436@example.com,2025-12-03,REGULAR
CUST0437,Vivaan Kulkarni,vivaan.kulkarni437@example.com,2025-03-21,REGULAR
CUST0438,Aditya Shinde,aditya.shinde438@example.com,2026-07-11,VIP
CUST0439,Ananya Jadhav,ananya.jadhav439@example.com,2026-06-20,VIP
CUST0440,Vivaan Jadhav,vivaan.jadhav440@example.com,2026-06-07,VIP
CUST0441,Karan Kulkarni,karan.kulkarni441@example.com,2026-07-28,PREMIUM
CUST0442,Riya Sawant,riya.sawant442@example.com,2024-04-06,PREMIUM
CUST0443,Arjun Singh,arjun.singh443@example.com,2025-06-17,VIP
CUST0444,Aditya More,aditya.more444@example.com,2024-09-25,REGULAR
CUST0445,Yash Gupta,yash.gupta445@example.com,2025-11-11,PREMIUM
CUST0446,Riya More,riya.more446@example.com,2024-09-03,PREMIUM
CUST0447,Priya Mehta,priya.mehta447@example.com,2025-03-15,PREMIUM
CUST0448,Isha Singh,isha.singh448@example.com,2025-06-09,VIP
CUST0449,Meera Sharma,meera.sharma449@example.com,2025-06-03,REGULAR
CUST0450,Neha Patel,neha.patel450@example.com,2026-05-16,VIP
CUST0451,Ananya Deshmukh,ananya.deshmukh451@example.com,2025-01-26,VIP
CUST0452,Meera Khan,meera.khan452@example.com,2024-08-21,PREMIUM
CUST0453,Aditya Shinde,aditya.shinde453@example.com,2024-08-07,PREMIUM
CUST0454,Akash Verma,akash.verma454@example.com,2025-08-31,REGULAR
CUST0455,Meera Gupta,meera.gupta455@example.com,2024-05-11,PREMIUM
CUST0456,Kavya Pawar,kavya.pawar456@example.com,2025-05-25,REGULAR
CUST0457,Riya Patel,riya.patel457@example.com,2025-10-19,VIP
CUST0458,Priya Sharma,priya.sharma458@example.com,2025-07-17,PREMIUM
CUST0459,Rohan Joshi,rohan.joshi459@example.com,2025-06-14,PREMIUM
CUST0460,Karan Joshi,karan.joshi460@example.com,2024-08-01,REGULAR
CUST0461,Aditya Deshmukh,aditya.deshmukh461@example.com,2024-06-06,VIP
CUST0462,Kavya Khan,kavya.khan462@example.com,2026-03-28,REGULAR
CUST0463,Neha Mehta,neha.mehta463@example.com,2024-07-22,VIP
CUST0464,Ananya Sawant,ananya.sawant464@example.com,2024-09-09,REGULAR
CUST0465,Meera Singh,meera.singh465@example.com,2024-09-14,VIP
CUST0466,Sneha Sharma,sneha.sharma466@example.com,2025-09-30,PREMIUM
CUST0467,Yash Jadhav,yash.jadhav467@example.com,2025-03-18,VIP
CUST0468,Sneha Joshi,sneha.joshi468@example.com,2026-04-09,REGULAR
CUST0469,Akash Singh,akash.singh469@example.com,2025-12-29,REGULAR
CUST0470,Priya Verma,priya.verma470@example.com,2026-06-05,PREMIUM
CUST0471,Sneha Singh,sneha.singh471@example.com,2025-03-13,PREMIUM
CUST0472,Riya More,riya.more472@example.com,2025-10-12,REGULAR
CUST0473,Karan Singh,karan.singh473@example.com,2026-07-28,REGULAR
CUST0474,Amit Sharma,amit.sharma474@example.com,2026-01-16,PREMIUM
CUST0475,Kavya Mehta,kavya.mehta475@example.com,2024-06-08,VIP
CUST0476,Riya Khan,riya.khan476@example.com,2024-07-12,PREMIUM
CUST0477,Aditya Singh,aditya.singh477@example.com,2024-09-06,PREMIUM
CUST0478,Sneha Mehta,sneha.mehta478@example.com,2026-03-08,REGULAR
CUST0479,Isha Patel,isha.patel479@example.com,2024-12-10,PREMIUM
CUST0480,Priya Mehta,priya.mehta480@example.com,2024-02-11,PREMIUM
CUST0481,Vivaan Pawar,vivaan.pawar481@example.com,2026-02-18,PREMIUM
CUST0482,Yash Pawar,yash.pawar482@example.com,2024-05-06,PREMIUM
CUST0483,Yash Sharma,yash.sharma483@example.com,2025-05-10,REGULAR
CUST0484,Neha Singh,neha.singh484@example.com,2024-08-14,REGULAR
CUST0485,Vivaan Deshmukh,vivaan.deshmukh485@example.com,2026-01-03,VIP
CUST0486,Rahul Singh,rahul.singh486@example.com,2025-12-29,PREMIUM
CUST0487,Meera Sharma,meera.sharma487@example.com,2024-05-03,REGULAR
CUST0488,Amit Joshi,amit.joshi488@example.com,2024-08-20,VIP
CUST0489,Meera More,meera.more489@example.com,2025-10-19,REGULAR
CUST0490,Akash Joshi,akash.joshi490@example.com,2025-04-12,REGULAR
CUST0491,Vivaan Joshi,vivaan.joshi491@example.com,2025-10-14,VIP
CUST0492,Meera Jadhav,meera.jadhav492@example.com,2024-04-07,REGULAR
CUST0493,Pooja Shinde,pooja.shinde493@example.com,2026-04-12,REGULAR
CUST0494,Riya Shinde,riya.shinde494@example.com,2025-01-10,VIP
CUST0495,Rahul Deshmukh,rahul.deshmukh495@example.com,2025-10-28,REGULAR
CUST0496,Meera Kulkarni,meera.kulkarni496@example.com,2025-01-08,VIP
CUST0497,Isha Sawant,isha.sawant497@example.com,2024-05-12,VIP
CUST0498,Priya Patel,priya.patel498@example.com,2026-03-28,VIP
CUST0499,Riya Singh,riya.singh499@example.com,2026-02-27,VIP
CUST0500,Aarav Pawar,aarav.pawar500@example.com,2025-12-31,REGULAR
CUST0501,Ananya Kulkarni,ananya.kulkarni501@example.com,2025-01-29,VIP
CUST0502,Aarav Kulkarni,aarav.kulkarni502@example.com,2024-04-14,PREMIUM
CUST0503,Yash Gupta,yash.gupta503@example.com,2024-06-10,VIP
CUST0504,Neha Sawant,neha.sawant504@example.com,2024-03-09,PREMIUM
CUST0505,Kavya Kulkarni,kavya.kulkarni505@example.com,2024-09-28,VIP
CUST0506,Sneha Gupta,sneha.gupta506@example.com,2026-01-13,VIP
CUST0507,Rohan Singh,rohan.singh507@example.com,2024-07-28,REGULAR
CUST0508,Sneha Sharma,sneha.sharma508@example.com,2025-03-31,REGULAR
CUST0509,Vivaan Singh,vivaan.singh509@example.com,2024-11-05,REGULAR
CUST0510,Neha Mehta,neha.mehta510@example.com,2025-04-26,VIP
CUST0511,Ananya Khan,ananya.khan511@example.com,2026-04-23,PREMIUM
CUST0512,Amit Sharma,amit.sharma512@example.com,2024-10-23,PREMIUM
CUST0513,Priya Khan,priya.khan513@example.com,2024-03-15,VIP
CUST0514,Neha Deshmukh,neha.deshmukh514@example.com,2024-07-12,PREMIUM
CUST0515,Isha Mehta,isha.mehta515@example.com,2025-09-13,VIP
CUST0516,Sneha Mehta,sneha.mehta516@example.com,2025-08-23,PREMIUM
CUST0517,Rohan Jadhav,rohan.jadhav517@example.com,2026-02-11,PREMIUM
CUST0518,Riya Deshmukh,riya.deshmukh518@example.com,2024-05-08,VIP
CUST0519,Isha Patel,isha.patel519@example.com,2025-10-30,VIP
CUST0520,Rohan More,rohan.more520@example.com,2025-04-01,PREMIUM
CUST0521,Arjun Patel,arjun.patel521@example.com,2025-05-24,VIP
CUST0522,Akash Deshmukh,akash.deshmukh522@example.com,2025-11-23,VIP
CUST0523,Isha Sawant,isha.sawant523@example.com,2025-11-20,PREMIUM
CUST0524,Sneha Sharma,sneha.sharma524@example.com,2025-07-01,VIP
CUST0525,Isha Deshmukh,isha.deshmukh525@example.com,2024-03-30,REGULAR
CUST0526,Ananya Kulkarni,ananya.kulkarni526@example.com,2026-03-08,VIP
CUST0527,Rohan Sharma,rohan.sharma527@example.com,2024-08-09,VIP
CUST0528,Sneha Sharma,sneha.sharma528@example.com,2024-07-15,REGULAR
CUST0529,Yash Singh,yash.singh529@example.com,2025-07-23,PREMIUM
CUST0530,Ananya Shinde,ananya.shinde530@example.com,2024-02-20,VIP
CUST0531,Rahul Verma,rahul.verma531@example.com,2025-11-29,PREMIUM
CUST0532,Priya Jadhav,priya.jadhav532@example.com,2024-04-29,VIP
CUST0533,Rahul More,rahul.more533@example.com,2025-07-24,PREMIUM
CUST0534,Neha Verma,neha.verma534@example.com,2025-03-08,REGULAR
CUST0535,Arjun Sharma,arjun.sharma535@example.com,2024-10-16,PREMIUM
CUST0536,Riya Pawar,riya.pawar536@example.com,2026-05-22,REGULAR
CUST0537,Amit Singh,amit.singh537@example.com,2025-02-08,VIP
CUST0538,Sneha Joshi,sneha.joshi538@example.com,2025-03-19,VIP
CUST0539,Pooja Joshi,pooja.joshi539@example.com,2024-07-09,REGULAR
CUST0540,Aditya Jadhav,aditya.jadhav540@example.com,2024-09-25,VIP
CUST0541,Sneha Patel,sneha.patel541@example.com,2025-05-11,VIP
CUST0542,Priya Gupta,priya.gupta542@example.com,2024-04-10,VIP
CUST0543,Kavya Deshmukh,kavya.deshmukh543@example.com,2025-04-10,REGULAR
CUST0544,Rohan Singh,rohan.singh544@example.com,2025-07-15,VIP
CUST0545,Yash Patel,yash.patel545@example.com,2024-11-08,REGULAR
CUST0546,Yash Singh,yash.singh546@example.com,2026-02-06,REGULAR
CUST0547,Priya More,priya.more547@example.com,2026-06-08,PREMIUM
CUST0548,Sneha Singh,sneha.singh548@example.com,2026-05-06,REGULAR
CUST0549,Meera Mehta,meera.mehta549@example.com,2024-05-13,REGULAR
CUST0550,Akash Pawar,akash.pawar550@example.com,2026-01-13,VIP
CUST0551,Isha Singh,isha.singh551@example.com,2025-09-28,VIP
CUST0552,Aditya Sawant,aditya.sawant552@example.com,2025-05-07,VIP
CUST0553,Aditya Jadhav,aditya.jadhav553@example.com,2025-12-24,VIP
CUST0554,Riya Kulkarni,riya.kulkarni554@example.com,2024-07-18,VIP
CUST0555,Aditi Sawant,aditi.sawant555@example.com,2024-07-19,PREMIUM
CUST0556,Riya Mehta,riya.mehta556@example.com,2024-03-27,REGULAR
CUST0557,Riya Sawant,riya.sawant557@example.com,2025-04-17,REGULAR
CUST0558,Rohan Kulkarni,rohan.kulkarni558@example.com,2024-12-16,PREMIUM
CUST0559,Riya Mehta,riya.mehta559@example.com,2025-03-17,REGULAR
CUST0560,Amit Joshi,amit.joshi560@example.com,2026-05-05,PREMIUM
CUST0561,Rahul Verma,rahul.verma561@example.com,2025-04-15,VIP
CUST0562,Kavya Patel,kavya.patel562@example.com,2026-02-19,VIP
CUST0563,Rohan Shinde,rohan.shinde563@example.com,2026-06-21,REGULAR
CUST0564,Rohan Verma,rohan.verma564@example.com,2026-07-29,PREMIUM
CUST0565,Aditi Sharma,aditi.sharma565@example.com,2024-02-14,REGULAR
CUST0566,Vivaan Verma,vivaan.verma566@example.com,2026-06-14,PREMIUM
CUST0567,Karan Singh,karan.singh567@example.com,2026-06-07,PREMIUM
CUST0568,Meera Verma,meera.verma568@example.com,2024-02-17,PREMIUM
CUST0569,Kavya Deshmukh,kavya.deshmukh569@example.com,2025-04-14,PREMIUM
CUST0570,Yash Singh,yash.singh570@example.com,2025-09-22,PREMIUM
CUST0571,Sneha Patel,sneha.patel571@example.com,2024-04-03,REGULAR
CUST0572,Sneha Pawar,sneha.pawar572@example.com,2026-01-22,PREMIUM
CUST0573,Karan Kulkarni,karan.kulkarni573@example.com,2026-07-31,REGULAR
CUST0574,Neha Khan,neha.khan574@example.com,2025-05-11,VIP
CUST0575,Priya Pawar,priya.pawar575@example.com,2024-07-22,PREMIUM
CUST0576,Riya More,riya.more576@example.com,2024-06-13,PREMIUM
CUST0577,Yash Jadhav,yash.jadhav577@example.com,2024-07-09,PREMIUM
CUST0578,Sneha Joshi,sneha.joshi578@example.com,2024-08-06,REGULAR
CUST0579,Vivaan Deshmukh,vivaan.deshmukh579@example.com,2025-08-19,VIP
CUST0580,Isha Joshi,isha.joshi580@example.com,2024-09-05,PREMIUM
CUST0581,Aditi Gupta,aditi.gupta581@example.com,2025-04-30,REGULAR
CUST0582,Rohan Jadhav,rohan.jadhav582@example.com,2026-03-10,PREMIUM
CUST0583,Pooja Mehta,pooja.mehta583@example.com,2025-04-24,PREMIUM
CUST0584,Aarav Patel,aarav.patel584@example.com,2025-09-02,VIP
CUST0585,Sneha Joshi,sneha.joshi585@example.com,2024-11-30,VIP
CUST0586,Priya Sharma,priya.sharma586@example.com,2024-03-19,PREMIUM
CUST0587,Pooja Shinde,pooja.shinde587@example.com,2026-01-01,PREMIUM
CUST0588,Kavya Sharma,kavya.sharma588@example.com,2024-06-15,PREMIUM
CUST0589,Rahul Mehta,rahul.mehta589@example.com,2025-02-14,VIP
CUST0590,Priya Singh,priya.singh590@example.com,2025-09-18,PREMIUM
CUST0591,Vivaan Pawar,vivaan.pawar591@example.com,2024-03-20,VIP
CUST0592,Kavya Joshi,kavya.joshi592@example.com,2025-07-17,VIP
CUST0593,Akash Patel,akash.patel593@example.com,2025-08-23,VIP
CUST0594,Sneha Singh,sneha.singh594@example.com,2026-05-04,PREMIUM
CUST0595,Meera Verma,meera.verma595@example.com,2024-07-03,REGULAR
CUST0596,Arjun Pawar,arjun.pawar596@example.com,2025-08-02,PREMIUM
CUST0597,Kavya Kulkarni,kavya.kulkarni597@example.com,2024-08-12,REGULAR
CUST0598,Meera More,meera.more598@example.com,2025-09-15,VIP
CUST0599,Vivaan Sharma,vivaan.sharma599@example.com,2024-03-01,REGULAR
CUST0600,Neha Singh,neha.singh600@example.com,2026-01-05,VIP
